시도,시군구,발생월,사고건수,사망자수,중상자수,경상자수,부상신고자수
서울,종로구,01,69,3,21,66,6
서울,종로구,02,54,0,21,46,8
서울,종로구,03,66,0,17,65,10
서울,종로구,04,51,0,21,39,6
서울,종로구,05,62,0,12,68,11
서울,종로구,06,70,1,16,69,5
서울,종로구,07,71,0,18,69,7
서울,종로구,08,65,1,31,56,5
서울,종로구,09,54,0,11,54,9
서울,종로구,10,75,0,11,80,6
서울,종로구,11,75,1,18,78,7
서울,종로구,12,66,0,12,69,2
서울,중구,01,74,0,22,61,2
서울,중구,02,68,2,22,69,7
서울,중구,03,67,0,23,61,5
서울,중구,04,73,0,27,74,5
서울,중구,05,78,0,28,85,8
서울,중구,06,67,0,27,60,6
서울,중구,07,69,0,15,71,10
서울,중구,08,55,0,8,56,4
서울,중구,09,64,0,18,58,6
서울,중구,10,78,0,17,81,10
서울,중구,11,84,0,23,73,8
서울,중구,12,77,1,20,77,9
서울,용산구,01,80,1,35,64,6
서울,용산구,02,55,0,15,62,0
서울,용산구,03,97,1,17,116,5
서울,용산구,04,87,0,20,104,2
서울,용산구,05,82,0,18,83,3
서울,용산구,06,95,1,22,94,4
서울,용산구,07,96,0,20,117,5
서울,용산구,08,85,0,21,82,4
서울,용산구,09,90,0,20,95,2
서울,용산구,10,78,0,28,79,3
서울,용산구,11,92,1,26,93,4
서울,용산구,12,77,1,15,82,3
서울,성동구,01,80,0,15,87,3
서울,성동구,02,94,0,17,101,12
서울,성동구,03,67,1,19,56,9
서울,성동구,04,104,0,24,86,5
서울,성동구,05,77,1,18,81,2
서울,성동구,06,89,0,24,100,3
서울,성동구,07,76,0,18,71,3
서울,성동구,08,97,0,33,100,2
서울,성동구,09,94,2,21,84,6
서울,성동구,10,77,0,19,76,9
서울,성동구,11,99,2,30,94,3
서울,성동구,12,103,2,21,104,6
서울,동대문구,01,101,1,28,102,8
서울,동대문구,02,93,0,25,86,2
서울,동대문구,03,105,2,35,90,2
서울,동대문구,04,122,0,30,109,11
서울,동대문구,05,125,3,35,105,13
서울,동대문구,06,116,0,38,79,11
서울,동대문구,07,122,1,27,95,15
서울,동대문구,08,114,4,32,85,5
서울,동대문구,09,133,5,35,119,7
서울,동대문구,10,120,0,31,102,11
서울,동대문구,11,131,1,42,106,10
서울,동대문구,12,108,0,23,85,17
서울,성북구,01,98,0,19,95,7
서울,성북구,02,91,2,23,81,2
서울,성북구,03,94,2,25,83,5
서울,성북구,04,79,1,15,69,8
서울,성북구,05,129,1,28,118,9
서울,성북구,06,118,3,44,95,12
서울,성북구,07,107,2,22,109,4
서울,성북구,08,101,1,28,104,10
서울,성북구,09,97,0,24,91,7
서울,성북구,10,123,2,27,126,5
서울,성북구,11,115,0,23,110,11
서울,성북구,12,133,1,27,135,5
서울,도봉구,01,46,0,15,36,6
서울,도봉구,02,53,0,16,48,5
서울,도봉구,03,53,0,14,46,6
서울,도봉구,04,58,0,17,46,11
서울,도봉구,05,47,1,13,35,6
서울,도봉구,06,58,0,19,49,4
서울,도봉구,07,47,0,17,37,7
서울,도봉구,08,47,1,16,44,4
서울,도봉구,09,46,0,18,36,7
서울,도봉구,10,35,0,16,23,8
서울,도봉구,11,50,0,17,53,5
서울,도봉구,12,51,1,21,42,5
서울,은평구,01,76,0,29,69,6
서울,은평구,02,74,0,27,66,12
서울,은평구,03,61,1,23,56,6
서울,은평구,04,71,1,17,67,9
서울,은평구,05,88,1,23,84,19
서울,은평구,06,77,2,23,63,9
서울,은평구,07,76,1,26,62,8
서울,은평구,08,80,1,26,74,6
서울,은평구,09,80,2,33,76,9
서울,은평구,10,69,1,26,91,11
서울,은평구,11,67,0,20,58,9
서울,은평구,12,48,1,21,51,3
서울,서대문구,01,88,0,20,91,17
서울,서대문구,02,68,1,18,62,9
서울,서대문구,03,64,0,19,53,12
서울,서대문구,04,79,1,23,74,15
서울,서대문구,05,71,1,15,64,15
서울,서대문구,06,92,0,30,83,17
서울,서대문구,07,84,2,16,66,21
서울,서대문구,08,69,0,22,57,8
서울,서대문구,09,78,0,31,60,4
서울,서대문구,10,83,2,17,66,10
서울,서대문구,11,75,0,10,67,16
서울,서대문구,12,79,2,15,67,16
서울,마포구,01,89,0,22,89,9
서울,마포구,02,76,1,14,88,11
서울,마포구,03,85,0,28,78,8
서울,마포구,04,108,1,35,113,8
서울,마포구,05,100,4,25,96,13
서울,마포구,06,110,1,34,99,18
서울,마포구,07,90,2,25,87,15
서울,마포구,08,93,2,25,91,19
서울,마포구,09,100,1,28,111,16
서울,마포구,10,91,0,24,75,26
서울,마포구,11,83,0,23,88,22
서울,마포구,12,77,2,16,81,13
서울,강서구,01,107,0,27,105,12
서울,강서구,02,92,1,23,103,5
서울,강서구,03,116,0,27,115,12
서울,강서구,04,126,2,44,116,11
서울,강서구,05,141,1,40,134,12
서울,강서구,06,144,1,47,129,8
서울,강서구,07,149,1,43,140,9
서울,강서구,08,117,3,39,137,11
서울,강서구,09,121,1,30,117,7
서울,강서구,10,130,2,31,142,10
서울,강서구,11,131,1,40,134,7
서울,강서구,12,127,0,23,145,7
서울,구로구,01,126,2,25,135,7
서울,구로구,02,91,0,14,95,8
서울,구로구,03,101,0,32,94,5
서울,구로구,04,126,1,36,108,6
서울,구로구,05,114,1,23,120,9
서울,구로구,06,117,2,26,102,7
서울,구로구,07,124,0,32,127,7
서울,구로구,08,105,0,22,108,6
서울,구로구,09,98,1,21,97,6
서울,구로구,10,110,1,28,105,10
서울,구로구,11,122,1,32,110,15
서울,구로구,12,116,0,26,115,10
서울,영등포구,01,166,1,33,180,21
서울,영등포구,02,169,1,35,189,16
서울,영등포구,03,191,1,49,206,19
서울,영등포구,04,185,0,45,204,24
서울,영등포구,05,208,3,37,215,26
서울,영등포구,06,174,0,38,185,13
서울,영등포구,07,155,1,35,145,13
서울,영등포구,08,191,0,38,195,17
서울,영등포구,09,197,2,44,189,17
서울,영등포구,10,177,4,44,179,15
서울,영등포구,11,177,1,38,185,27
서울,영등포구,12,188,1,36,198,17
서울,동작구,01,81,2,20,82,7
서울,동작구,02,74,2,13,79,7
서울,동작구,03,96,0,11,99,17
서울,동작구,04,96,0,21,99,10
서울,동작구,05,113,0,28,112,18
서울,동작구,06,126,1,32,115,20
서울,동작구,07,98,3,18,87,15
서울,동작구,08,98,1,24,85,17
서울,동작구,09,71,0,13,70,10
서울,동작구,10,89,0,17,91,8
서울,동작구,11,102,0,21,93,18
서울,동작구,12,104,2,25,103,15
서울,관악구,01,117,0,28,133,10
서울,관악구,02,97,1,23,88,1
서울,관악구,03,129,0,38,129,3
서울,관악구,04,123,2,25,138,6
서울,관악구,05,138,0,30,142,2
서울,관악구,06,137,0,33,136,8
서울,관악구,07,112,0,24,111,7
서울,관악구,08,115,2,30,106,3
서울,관악구,09,119,1,36,119,3
서울,관악구,10,112,0,21,115,4
서울,관악구,11,115,0,29,113,4
서울,관악구,12,105,2,19,108,4
서울,강남구,01,315,1,67,341,25
서울,강남구,02,315,0,65,331,32
서울,강남구,03,299,0,60,317,33
서울,강남구,04,325,1,49,357,23
서울,강남구,05,310,0,64,333,25
서울,강남구,06,339,0,52,395,20
서울,강남구,07,322,1,52,359,24
서울,강남구,08,301,2,55,330,27
서울,강남구,09,306,1,55,307,28
서울,강남구,10,330,1,45,382,26
서울,강남구,11,336,0,61,388,19
서울,강남구,12,322,3,51,352,25
서울,강동구,01,105,1,23,125,3
서울,강동구,02,80,2,30,72,4
서울,강동구,03,104,0,34,107,3
서울,강동구,04,101,1,26,114,9
서울,강동구,05,89,0,22,84,9
서울,강동구,06,82,0,24,76,6
서울,강동구,07,70,0,17,66,2
서울,강동구,08,79,0,28,91,3
서울,강동구,09,73,1,21,64,5
서울,강동구,10,89,2,28,77,8
서울,강동구,11,97,2,28,93,5
서울,강동구,12,78,0,20,81,5
서울,송파구,01,198,1,53,204,23
서울,송파구,02,168,0,27,171,23
서울,송파구,03,203,0,48,191,30
서울,송파구,04,225,0,55,245,27
서울,송파구,05,217,0,52,232,15
서울,송파구,06,238,2,53,221,36
서울,송파구,07,213,0,53,194,22
서울,송파구,08,212,3,47,221,19
서울,송파구,09,224,0,55,201,27
서울,송파구,10,233,3,57,239,19
서울,송파구,11,225,3,52,238,18
서울,송파구,12,251,2,74,237,30
서울,서초구,01,168,1,29,213,18
서울,서초구,02,172,0,41,172,14
서울,서초구,03,205,2,41,215,16
서울,서초구,04,188,0,39,209,11
서울,서초구,05,173,1,29,199,15
서울,서초구,06,177,0,36,189,18
서울,서초구,07,190,0,39,219,15
서울,서초구,08,174,0,37,187,23
서울,서초구,09,155,1,29,168,6
서울,서초구,10,163,0,28,179,13
서울,서초구,11,172,2,25,199,16
서울,서초구,12,181,1,33,182,30
서울,양천구,01,113,0,27,98,16
서울,양천구,02,96,3,22,84,8
서울,양천구,03,98,0,22,107,4
서울,양천구,04,112,0,32,109,14
서울,양천구,05,121,4,29,119,13
서울,양천구,06,103,1,24,91,13
서울,양천구,07,111,1,30,109,7
서울,양천구,08,122,2,31,122,7
서울,양천구,09,104,0,28,103,7
서울,양천구,10,106,1,27,94,9
서울,양천구,11,110,1,26,119,11
서울,양천구,12,109,1,20,105,5
서울,중랑구,01,104,0,22,100,7
서울,중랑구,02,106,1,25,94,14
서울,중랑구,03,133,0,28,120,28
서울,중랑구,04,124,2,31,141,6
서울,중랑구,05,110,0,40,105,12
서울,중랑구,06,120,0,28,126,19
서울,중랑구,07,120,2,30,116,9
서울,중랑구,08,100,0,23,85,14
서울,중랑구,09,100,1,25,99,14
서울,중랑구,10,114,0,25,115,16
서울,중랑구,11,125,0,30,114,15
서울,중랑구,12,117,1,20,109,21
서울,노원구,01,86,3,22,83,7
서울,노원구,02,113,1,27,124,12
서울,노원구,03,130,0,31,135,15
서울,노원구,04,115,1,30,117,10
서울,노원구,05,107,0,24,115,4
서울,노원구,06,125,1,25,145,16
서울,노원구,07,126,0,31,132,20
서울,노원구,08,128,0,32,116,17
서울,노원구,09,123,0,41,102,17
서울,노원구,10,118,2,35,107,11
서울,노원구,11,121,0,30,122,19
서울,노원구,12,121,0,24,124,18
서울,광진구,01,72,0,12,80,2
서울,광진구,02,64,0,18,61,9
서울,광진구,03,91,0,16,111,7
서울,광진구,04,99,0,21,108,2
서울,광진구,05,93,0,19,92,5
서울,광진구,06,66,0,16,67,2
서울,광진구,07,81,1,20,87,3
서울,광진구,08,85,1,17,80,4
서울,광진구,09,71,1,23,68,3
서울,광진구,10,82,0,17,84,7
서울,광진구,11,67,1,18,70,0
서울,광진구,12,51,0,10,55,2
서울,강북구,01,100,0,22,104,2
서울,강북구,02,87,1,17,81,7
서울,강북구,03,74,2,21,69,4
서울,강북구,04,93,0,19,88,6
서울,강북구,05,90,0,28,81,6
서울,강북구,06,79,0,26,81,2
서울,강북구,07,83,1,23,89,7
서울,강북구,08,81,0,21,76,2
서울,강북구,09,64,1,25,49,5
서울,강북구,10,80,0,38,58,12
서울,강북구,11,92,0,13,101,7
서울,강북구,12,94,1,20,85,7
서울,금천구,01,58,0,15,60,6
서울,금천구,02,55,2,13,57,5
서울,금천구,03,60,0,17,57,5
서울,금천구,04,82,0,26,73,7
서울,금천구,05,80,2,23,108,11
서울,금천구,06,71,0,15,73,9
서울,금천구,07,82,2,20,79,11
서울,금천구,08,64,1,13,68,10
서울,금천구,09,75,3,13,77,7
서울,금천구,10,52,3,11,79,7
서울,금천구,11,62,2,20,63,2
서울,금천구,12,86,1,19,82,6
부산,중구,01,23,1,8,20,3
부산,중구,02,18,0,8,10,1
부산,중구,03,30,1,10,23,1
부산,중구,04,29,0,10,30,0
부산,중구,05,19,1,10,17,1
부산,중구,06,21,0,7,25,2
부산,중구,07,22,0,6,18,4
부산,중구,08,16,0,5,19,3
부산,중구,09,21,0,5,18,2
부산,중구,10,23,0,8,22,0
부산,중구,11,21,0,7,18,3
부산,중구,12,22,0,11,22,0
부산,서구,01,32,0,8,29,8
부산,서구,02,28,0,11,26,3
부산,서구,03,31,0,6,34,1
부산,서구,04,45,1,11,46,3
부산,서구,05,47,0,15,44,11
부산,서구,06,37,0,9,35,3
부산,서구,07,35,0,12,29,3
부산,서구,08,24,0,6,21,1
부산,서구,09,40,0,19,40,4
부산,서구,10,39,0,12,42,6
부산,서구,11,38,1,9,38,1
부산,서구,12,37,0,13,29,2
부산,동구,01,40,1,10,38,4
부산,동구,02,30,0,6,32,1
부산,동구,03,28,0,9,27,1
부산,동구,04,39,0,11,38,3
부산,동구,05,36,0,7,41,3
부산,동구,06,41,1,7,39,2
부산,동구,07,47,0,16,46,2
부산,동구,08,27,1,4,21,3
부산,동구,09,49,0,12,48,1
부산,동구,10,50,0,12,45,8
부산,동구,11,54,1,14,54,5
부산,동구,12,43,1,13,37,6
부산,영도구,01,29,0,15,26,2
부산,영도구,02,27,1,13,20,1
부산,영도구,03,26,0,5,28,1
부산,영도구,04,24,0,8,15,2
부산,영도구,05,30,0,14,26,5
부산,영도구,06,27,0,6,28,1
부산,영도구,07,38,2,10,42,3
부산,영도구,08,26,0,12,20,2
부산,영도구,09,31,0,11,30,2
부산,영도구,10,29,1,8,25,3
부산,영도구,11,30,0,14,31,0
부산,영도구,12,24,0,7,21,5
부산,부산진구,01,101,0,28,94,10
부산,부산진구,02,124,1,38,112,9
부산,부산진구,03,136,1,46,138,7
부산,부산진구,04,138,0,35,143,12
부산,부산진구,05,120,0,47,101,6
부산,부산진구,06,148,2,47,142,11
부산,부산진구,07,148,2,41,154,10
부산,부산진구,08,120,0,36,112,12
부산,부산진구,09,153,0,48,164,13
부산,부산진구,10,144,0,45,134,15
부산,부산진구,11,172,2,58,153,16
부산,부산진구,12,158,2,42,177,14
부산,동래구,01,66,0,16,56,7
부산,동래구,02,53,2,13,46,4
부산,동래구,03,81,1,23,85,7
부산,동래구,04,80,0,16,86,8
부산,동래구,05,77,0,21,82,5
부산,동래구,06,73,1,30,67,9
부산,동래구,07,75,1,17,71,4
부산,동래구,08,58,0,21,58,2
부산,동래구,09,75,0,24,67,3
부산,동래구,10,66,0,24,52,3
부산,동래구,11,67,0,17,56,6
부산,동래구,12,68,0,14,62,4
부산,남구,01,54,0,18,46,2
부산,남구,02,51,0,17,54,2
부산,남구,03,58,0,20,52,2
부산,남구,04,64,0,20,62,4
부산,남구,05,68,0,20,57,5
부산,남구,06,58,1,13,52,3
부산,남구,07,49,1,15,35,4
부산,남구,08,51,0,20,49,1
부산,남구,09,79,0,20,73,7
부산,남구,10,58,0,18,55,1
부산,남구,11,61,2,14,50,16
부산,남구,12,54,0,8,52,11
부산,북구,01,59,0,17,44,5
부산,북구,02,49,1,14,48,3
부산,북구,03,53,0,18,48,6
부산,북구,04,58,0,25,45,8
부산,북구,05,37,0,7,47,4
부산,북구,06,58,0,23,50,3
부산,북구,07,49,1,15,37,3
부산,북구,08,45,0,9,43,1
부산,북구,09,39,0,10,61,4
부산,북구,10,39,2,5,43,2
부산,북구,11,42,1,13,37,2
부산,북구,12,38,2,8,33,6
부산,해운대구,01,74,1,16,67,14
부산,해운대구,02,73,2,17,79,11
부산,해운대구,03,96,0,23,91,16
부산,해운대구,04,82,0,20,88,12
부산,해운대구,05,102,0,18,109,9
부산,해운대구,06,88,1,33,77,6
부산,해운대구,07,78,1,19,91,10
부산,해운대구,08,84,0,26,83,2
부산,해운대구,09,77,1,23,80,5
부산,해운대구,10,80,1,29,75,10
부산,해운대구,11,69,1,28,66,3
부산,해운대구,12,65,1,25,64,5
부산,사하구,01,62,0,22,56,5
부산,사하구,02,66,2,33,57,2
부산,사하구,03,72,2,20,63,9
부산,사하구,04,70,0,26,61,6
부산,사하구,05,81,4,27,79,8
부산,사하구,06,74,2,27,67,5
부산,사하구,07,75,1,33,58,4
부산,사하구,08,69,0,30,51,3
부산,사하구,09,74,1,23,54,5
부산,사하구,10,81,0,34,64,11
부산,사하구,11,89,1,34,78,7
부산,사하구,12,63,1,26,49,6
부산,금정구,01,54,1,17,47,5
부산,금정구,02,74,0,19,76,16
부산,금정구,03,78,1,30,66,11
부산,금정구,04,66,0,11,78,19
부산,금정구,05,71,0,22,64,8
부산,금정구,06,73,0,24,79,11
부산,금정구,07,72,1,22,76,15
부산,금정구,08,73,2,16,68,12
부산,금정구,09,76,0,15,82,12
부산,금정구,10,88,0,33,87,11
부산,금정구,11,83,1,22,85,10
부산,금정구,12,63,1,19,53,10
부산,강서구,01,62,2,18,71,4
부산,강서구,02,52,0,21,67,1
부산,강서구,03,94,1,30,99,5
부산,강서구,04,64,1,34,54,2
부산,강서구,05,57,2,26,59,5
부산,강서구,06,52,0,13,64,4
부산,강서구,07,76,2,21,89,3
부산,강서구,08,68,2,29,62,11
부산,강서구,09,72,1,30,78,7
부산,강서구,10,61,2,23,73,6
부산,강서구,11,66,1,24,66,4
부산,강서구,12,59,1,10,74,1
부산,연제구,01,44,0,13,41,4
부산,연제구,02,52,0,19,59,1
부산,연제구,03,62,0,19,54,7
부산,연제구,04,54,0,14,43,3
부산,연제구,05,53,1,12,49,7
부산,연제구,06,54,0,17,54,4
부산,연제구,07,59,0,19,49,8
부산,연제구,08,65,1,10,70,15
부산,연제구,09,52,0,28,52,5
부산,연제구,10,56,0,22,47,2
부산,연제구,11,53,0,21,54,2
부산,연제구,12,62,0,25,49,6
부산,수영구,01,54,0,16,56,0
부산,수영구,02,46,0,8,45,2
부산,수영구,03,54,0,28,33,8
부산,수영구,04,61,1,19,61,4
부산,수영구,05,50,0,17,35,9
부산,수영구,06,64,0,16,57,3
부산,수영구,07,59,0,15,68,2
부산,수영구,08,42,0,12,39,2
부산,수영구,09,58,0,16,52,7
부산,수영구,10,61,1,17,59,4
부산,수영구,11,56,0,20,65,2
부산,수영구,12,59,2,10,62,2
부산,사상구,01,58,0,16,56,4
부산,사상구,02,43,2,14,32,3
부산,사상구,03,68,1,29,44,8
부산,사상구,04,62,1,28,79,1
부산,사상구,05,53,0,18,54,5
부산,사상구,06,61,0,19,53,6
부산,사상구,07,61,0,21,40,4
부산,사상구,08,52,2,9,63,3
부산,사상구,09,61,2,22,53,4
부산,사상구,10,75,2,26,66,9
부산,사상구,11,53,1,15,42,2
부산,사상구,12,58,1,25,41,3
부산,기장군,01,46,0,15,43,4
부산,기장군,02,34,1,9,45,0
부산,기장군,03,38,2,16,46,1
부산,기장군,04,29,0,10,32,3
부산,기장군,05,43,2,15,49,0
부산,기장군,06,48,1,13,73,2
부산,기장군,07,58,0,18,62,2
부산,기장군,08,42,0,14,55,6
부산,기장군,09,43,2,10,55,3
부산,기장군,10,53,1,12,66,3
부산,기장군,11,44,1,12,48,4
부산,기장군,12,33,0,4,40,7
경기,수원시,01,343,2,70,387,34
경기,수원시,02,366,1,89,423,39
경기,수원시,03,353,2,63,406,40
경기,수원시,04,369,2,66,452,38
경기,수원시,05,367,2,78,431,47
경기,수원시,06,411,1,94,456,42
경기,수원시,07,376,1,73,410,45
경기,수원시,08,348,1,87,355,51
경기,수원시,09,374,1,84,395,34
경기,수원시,10,436,3,91,476,39
경기,수원시,11,459,2,93,515,58
경기,수원시,12,413,7,80,485,41
경기,성남시,01,269,3,71,288,29
경기,성남시,02,252,0,67,267,22
경기,성남시,03,278,0,70,321,23
경기,성남시,04,305,3,79,306,45
경기,성남시,05,259,3,55,276,32
경기,성남시,06,292,1,73,289,38
경기,성남시,07,273,1,67,260,44
경기,성남시,08,274,4,70,282,33
경기,성남시,09,284,2,69,287,22
경기,성남시,10,291,4,67,300,34
경기,성남시,11,337,2,83,336,49
경기,성남시,12,284,4,58,297,42
경기,의정부시,01,106,1,22,109,14
경기,의정부시,02,135,1,32,152,16
경기,의정부시,03,152,1,37,165,10
경기,의정부시,04,165,2,47,171,25
경기,의정부시,05,123,4,24,128,13
경기,의정부시,06,152,2,29,165,19
경기,의정부시,07,139,2,28,136,24
경기,의정부시,08,130,0,26,148,24
경기,의정부시,09,155,2,30,132,32
경기,의정부시,10,146,1,18,171,15
경기,의정부시,11,137,0,36,122,17
경기,의정부시,12,150,2,32,159,26
경기,안양시,01,92,2,27,99,5
경기,안양시,02,98,0,39,99,14
경기,안양시,03,104,0,34,109,1
경기,안양시,04,113,3,31,124,5
경기,안양시,05,77,1,21,83,3
경기,안양시,06,96,1,19,107,4
경기,안양시,07,116,0,25,123,8
경기,안양시,08,98,2,30,98,8
경기,안양시,09,93,1,34,100,4
경기,안양시,10,92,2,25,105,3
경기,안양시,11,99,0,22,108,4
경기,안양시,12,104,1,23,138,8
경기,부천시,01,221,1,62,250,7
경기,부천시,02,252,1,53,269,14
경기,부천시,03,282,0,58,305,23
경기,부천시,04,275,0,61,306,20
경기,부천시,05,304,2,68,300,18
경기,부천시,06,301,1,61,346,27
경기,부천시,07,278,1,57,280,24
경기,부천시,08,292,2,56,313,19
경기,부천시,09,298,0,63,339,18
경기,부천시,10,324,4,73,340,14
경기,부천시,11,311,5,64,323,16
경기,부천시,12,298,2,67,329,12
경기,안산시,01,276,3,57,339,20
경기,안산시,02,242,1,60,284,15
경기,안산시,03,315,3,77,364,20
경기,안산시,04,332,3,82,384,29
경기,안산시,05,340,2,75,389,23
경기,안산시,06,346,0,90,398,9
경기,안산시,07,363,2,95,416,29
경기,안산시,08,305,0,85,344,27
경기,안산시,09,348,1,89,376,28
경기,안산시,10,338,2,70,349,32
경기,안산시,11,319,1,84,335,33
경기,안산시,12,297,2,65,332,21
경기,평택시,01,283,4,63,321,32
경기,평택시,02,259,2,74,297,42
경기,평택시,03,285,5,70,307,56
경기,평택시,04,276,1,69,335,28
경기,평택시,05,257,2,60,332,22
경기,평택시,06,251,4,64,293,34
경기,평택시,07,284,2,78,301,46
경기,평택시,08,242,2,40,282,34
경기,평택시,09,269,4,64,305,51
경기,평택시,10,278,3,69,306,45
경기,평택시,11,335,6,73,366,57
경기,평택시,12,302,1,51,334,50
경기,광명시,01,58,2,11,55,6
경기,광명시,02,79,0,17,73,11
경기,광명시,03,74,0,25,75,10
경기,광명시,04,78,0,16,70,15
경기,광명시,05,76,1,15,69,25
경기,광명시,06,89,1,22,75,16
경기,광명시,07,91,2,21,110,8
경기,광명시,08,87,1,22,85,5
경기,광명시,09,94,3,20,91,9
경기,광명시,10,80,0,23,79,3
경기,광명시,11,96,0,20,99,9
경기,광명시,12,90,0,15,109,13
경기,구리시,01,45,1,14,52,0
경기,구리시,02,62,1,16,84,4
경기,구리시,03,65,0,13,82,3
경기,구리시,04,53,1,15,59,5
경기,구리시,05,63,0,13,72,3
경기,구리시,06,59,1,17,60,2
경기,구리시,07,60,2,22,68,3
경기,구리시,08,73,0,17,107,2
경기,구리시,09,55,1,9,63,2
경기,구리시,10,73,1,10,81,4
경기,구리시,11,64,0,17,70,6
경기,구리시,12,65,1,13,66,0
경기,양주시,01,63,0,19,68,5
경기,양주시,02,71,0,20,77,2
경기,양주시,03,72,0,22,91,5
경기,양주시,04,107,1,25,117,6
경기,양주시,05,85,0,20,107,8
경기,양주시,06,69,0,12,76,6
경기,양주시,07,78,0,24,77,6
경기,양주시,08,78,1,20,94,6
경기,양주시,09,104,1,29,103,11
경기,양주시,10,91,0,13,121,2
경기,양주시,11,98,2,26,114,4
경기,양주시,12,82,1,16,90,6
경기,여주시,01,29,0,4,40,1
경기,여주시,02,42,0,9,60,4
경기,여주시,03,53,1,21,87,3
경기,여주시,04,42,2,11,63,2
경기,여주시,05,59,3,29,52,1
경기,여주시,06,45,0,13,53,6
경기,여주시,07,36,1,13,42,7
경기,여주시,08,38,0,12,60,1
경기,여주시,09,43,0,13,60,4
경기,여주시,10,58,2,11,77,3
경기,여주시,11,47,2,9,73,2
경기,여주시,12,46,3,10,68,5
경기,화성시,01,216,5,61,241,16
경기,화성시,02,232,4,56,268,12
경기,화성시,03,260,3,80,323,16
경기,화성시,04,262,5,49,295,15
경기,화성시,05,219,2,63,232,16
경기,화성시,06,232,3,65,295,11
경기,화성시,07,273,3,67,317,20
경기,화성시,08,234,2,77,258,14
경기,화성시,09,262,4,67,316,16
경기,화성시,10,300,1,77,339,22
경기,화성시,11,297,3,69,334,35
경기,화성시,12,288,2,65,318,23
경기,시흥시,01,157,1,39,194,10
경기,시흥시,02,169,4,52,207,7
경기,시흥시,03,200,2,47,234,17
경기,시흥시,04,198,3,37,220,23
경기,시흥시,05,202,4,48,223,19
경기,시흥시,06,208,2,62,275,22
경기,시흥시,07,219,2,65,254,15
경기,시흥시,08,211,3,53,252,18
경기,시흥시,09,197,1,51,241,15
경기,시흥시,10,207,5,53,240,13
경기,시흥시,11,213,2,64,228,28
경기,시흥시,12,204,3,54,213,22
경기,파주시,01,149,4,28,172,16
경기,파주시,02,109,2,27,120,12
경기,파주시,03,137,3,30,138,10
경기,파주시,04,135,1,31,147,7
경기,파주시,05,143,3,37,170,9
경기,파주시,06,147,2,50,139,16
경기,파주시,07,146,1,37,160,16
